Tail	Head	Cost	E[Time]	Fft	Sigma(Time)
891	890	1058	456	451.2	5
891	896	1249	537	532.1999999999999	5
891	897	792	348	337.8	5
891	899	1014	435	430.79999999999995	5
892	346	145	67	62.11224	5
892	885	1172	503	498.00000000000006	5
892	886	958	419	408.0	5
892	897	722	656	303.59999999999997	117
893	347	145	67	62.11224	5
893	887	979	419	412.2	5
893	894	1114	474	469.20000000000005	5
893	898	1055	453	448.8	5
893	901	1611	687	682.8000000000001	5
894	348	145	67	62.11224	5
894	888	979	421	416.40000000000003	5
894	893	1114	474	469.20000000000005	5
894	910	1494	649	637.8000000000001	5
895	349	145	67	62.11224	5
895	889	1208	520	515.4	5
895	896	1063	455	450.59999999999997	5
896	350	145	67	62.11224	5
896	890	1164	500	495.59999999999997	5
896	891	1249	540	532.1999999999999	5
896	895	1063	455	450.59999999999997	5
896	899	1305	558	553.8000000000001	5
897	351	145	67	62.11224	5
897	443	170	97	78.0	5
897	891	792	342	337.8	5
897	892	722	480	303.59999999999997	49
897	899	924	401	396.0	5
898	352	145	67	62.11224	5
898	442	1056	394	389.40000000000003	5
898	443	645	499	238.8	85
898	893	1055	453	448.8	5
898	900	790	341	336.0	5
899	353	145	67	62.11224	5
899	442	261	171	166.79999999999998	5
899	891	1014	435	430.79999999999995	5
899	896	1305	558	553.8000000000001	5
899	897	924	404	396.0	5
900	354	145	67	62.11224	5
900	898	790	341	336.0	5
900	901	1112	478	473.4	5
901	355	145	67	62.11224	5
901	893	1611	687	682.8000000000001	5
901	900	1112	478	473.4	5
902	356	145	67	62.11224	5
902	513	530	224	215.39999999999998	5
902	541	637	516	481.2	5
902	542	366	258	252.6	5
902	660	586	415	362.4	10
902	661	632	487	477.0	5
902	670	1171	780	621.5999999999999	36
903	357	145	67	62.11224	5
903	514	433	165	156.6	5
903	516	1219	543	537.6	5
903	542	711	382	368.4	5
903	543	153	89	84.0	5
903	544	554	328	323.4	5
904	358	145	67	62.11224	5
904	544	425	203	195.0	5
904	906	968	493	488.40000000000003	5
905	359	145	67	62.11224	5
905	513	996	582	547.1999999999999	5
905	514	1135	682	676.1999999999999	5
905	670	798	628	600.0	5
905	854	834	505	499.8	5
905	906	1309	587	580.8	5
905	907	961	431	426.0	5
906	360	145	67	62.11224	5
906	516	189	102	97.2	5
906	904	968	493	488.40000000000003	5
906	905	1309	586	580.8	5
906	908	1014	462	457.8	5
906	909	1067	693	688.8000000000001	5
906	931	3828	892	886.8	5
907	361	145	67	62.11224	5
907	854	707	363	358.2	5
907	861	787	399	394.20000000000005	5
907	905	961	431	426.0	5
907	908	948	470	465.59999999999997	5
907	910	1505	668	663.6	5
908	362	145	67	62.11224	5
908	517	277	158	153.0	5
908	906	1014	465	457.8	5
908	907	948	470	465.59999999999997	5
908	911	1508	690	685.2	5
908	912	1352	744	739.2	5
909	363	145	67	62.11224	5
909	517	728	268	263.4	5
909	906	1067	693	688.8000000000001	5
909	912	1120	594	589.8	5
910	364	145	67	62.11224	5
910	861	1140	581	576.5999999999999	5
910	888	1056	455	450.59999999999997	5
910	894	1494	643	637.8000000000001	5
910	907	1505	668	663.6	5
910	911	794	426	421.8	5
911	365	145	67	62.11224	5
911	518	613	320	315.59999999999997	5
911	908	1508	690	685.2	5
911	910	794	426	421.8	5
912	366	145	67	62.11224	5
912	518	366	103	98.39999999999999	5
912	908	1352	744	739.2	5
912	909	1120	594	589.8	5
913	367	145	67	62.11224	5
913	417	528	212	207.0	5
913	708	2827	1207	1202.3999999999999	5
913	714	1924	821	816.5999999999999	5
913	720	1310	560	555.0	5
913	726	1273	567	562.8000000000001	5
913	801	3531	1500	1495.2	5
913	864	2771	1406	1401.0	5
914	368	145	67	62.11224	5
914	389	558	242	237.6	5
914	780	1952	816	811.1999999999999	5
914	785	1309	559	554.4	5
914	793	1235	527	522.0	5
914	915	2600	1316	1311.6	5
915	369	145	67	62.11224	5
915	914	2600	1317	1311.6	5
915	916	989	477	470.4	5
916	370	145	67	62.11224	5
916	780	1049	505	475.79999999999995	5
916	915	989	475	470.4	5
916	917	979	464	458.4	5
917	371	145	67	62.11224	5
917	781	1051	451	446.40000000000003	5
917	782	1165	499	494.40000000000003	5
917	916	979	463	458.4	5
917	918	1030	493	488.40000000000003	5
918	372	145	67	62.11224	5
918	782	1080	575	570.0	5
918	783	1136	612	598.8000000000001	5
918	917	1030	493	488.40000000000003	5
918	919	1010	478	473.4	5
919	373	145	67	62.11224	5
919	783	1070	546	540.0	5
919	784	975	446	441.0	5
919	918	1010	478	473.4	5
919	920	969	417	412.8	5
919	924	1443	615	610.8	5
920	374	145	67	62.11224	5
920	738	982	499	494.40000000000003	5
920	740	819	460	455.4	5
920	919	969	417	412.8	5
920	921	1010	441	428.4	5
921	375	145	67	62.11224	5
921	418	395	245	231.6	5
921	739	777	355	350.4	5
921	743	1127	541	536.4	5
921	920	1010	433	428.4	5
922	376	145	67	62.11224	5
922	418	718	366	286.2	18
922	743	1097	709	582.6	27
922	744	848	626	374.40000000000003	72
923	377	145	67	62.11224	5
923	418	1756	544	538.8000000000001	5
924	378	145	67	62.11224	5
924	919	1443	615	610.8	5
925	379	145	67	62.11224	5
925	390	1193	421	415.79999999999995	5
926	380	145	67	62.11224	5
926	417	1101	382	377.4	5
927	381	145	67	62.11224	5
927	462	1305	477	466.8	5
928	382	145	67	62.11224	5
928	463	2814	968	957.6	5
929	383	145	67	62.11224	5
929	442	5557	383	378.59999999999997	5
930	384	145	67	62.11224	5
930	518	6482	564	559.2	5
931	385	145	67	62.11224	5
931	906	3828	893	886.8	5
932	386	145	67	62.11224	5
932	515	1764	360	355.79999999999995	5
933	387	145	67	62.11224	5
933	534	1032	777	357.6	140
