Tail	Head	Distribution	Parameters
794	802	lognorm	(0.7863148605628354, -0.07218883797518766, 3.444385031877571)
795	249	lognorm	(0.8692541896517785, 0.038804303502353574, 3.43386884701011)
795	787	lognorm	(0.8359035208366131, 0.048284789372486855, 3.5768947252922287)
795	794	lognorm	(0.8447436065978743, 0.01355775289121735, 3.601890487959159)
795	797	lognorm	(0.807350630602631, -0.03228885836341602, 4.137370988712872)
795	799	lognorm	(0.3529542063494401, 0.09893434572549042, 12.138004423719105)
795	803	lognorm	(0.6450740635317953, 0.09078861390883175, 5.919231443288585)
796	250	lognorm	(0.8276873684321208, 0.04014482588678014, 3.547114609285189)
796	790	lognorm	(0.6273068359957177, -0.1698543737594455, 5.608272563534047)
796	797	gamma	(10.19578797700488, 5.415212713700851, 1.5976953319177203)
796	798	lognorm	(0.3705384401031663, 1.7618445795687947, 12.618186476024672)
796	800	gamma	(6.1338509596664395, 40.602634513470164, 15.404710248707612)
797	251	lognorm	(0.8965337213571981, 0.20315983053421838, 3.231764732672441)
797	791	lognorm	(0.7787886060423128, -0.06972769720726522, 4.358775982321873)
797	795	lognorm	(0.5883836894161929, -0.022830633275486102, 6.739670578242615)
797	796	gamma	(10.467373310793512, 3.6951521468071498, 1.5397257095655381)
797	799	lognorm	(0.19995166515948884, -2.5320691016258223, 49.92087752989172)
798	252	lognorm	(0.8220615070624695, 0.053930986817762566, 3.5367559975995633)
798	796	lognorm	(0.8482215891821617, 0.12103437252676849, 3.774504549672659)
798	799	lognorm	(0.7218156507736004, 0.07940060283165053, 5.095148405527141)
798	800	lognorm	(0.20532234088671558, 1.9017142296669403, 31.71420273852528)
798	804	lognorm	(0.7352921418730518, 0.03175517627633662, 4.319163312297489)
799	253	lognorm	(0.8732036008585964, 0.051473418813145724, 3.4881126787123637)
799	795	lognorm	(0.65868748597615, -0.0629808909030607, 5.226067182927547)
799	797	lognorm	(0.5418688825365126, 0.1534772533445904, 6.9207859571507075)
799	798	lognorm	(0.6562299862679644, -0.21505846558524278, 5.077747887312488)
799	805	lognorm	(0.6312232203380268, 0.24956094694654013, 5.88539979193712)
800	254	lognorm	(0.8773822280743522, 0.13616518340426542, 3.4086162694787703)
800	757	lognorm	(0.28676692459766756, -0.4090913105054107, 16.656161550671133)
800	792	lognorm	(0.7949766232453706, -0.054009440772617656, 3.5665003900074197)
800	796	lognorm	(0.22674769663261743, 4.328898701182, 29.118514975530207)
800	798	gamma	(31.553570483743744, -5.565545179549957, 1.5130413736036328)
800	808	lognorm	(0.8351810335138993, 0.025347030568751615, 3.389459872378148)
801	255	lognorm	(0.8006471780546144, 0.004252890942323786, 3.606470146852816)
801	389	lognorm	(0.805556461803808, -0.06496443240430874, 3.5388473470880593)
801	793	lognorm	(0.8628979327028881, 0.04002650632613526, 3.3770740291498997)
801	802	lognorm	(0.8114834925116363, 0.05130867452069484, 3.6260623827023455)
801	913	lognorm	(0.8920105372995928, 0.13461112963961702, 3.466861068019433)
802	256	lognorm	(0.8483014352825171, 0.046022167538075, 3.4311474162349693)
802	388	lognorm	(0.7473009019510803, 0.08503547303166883, 4.321867478643867)
802	794	lognorm	(0.8106945123995248, -0.04519002446085883, 3.516496226546286)
802	801	lognorm	(0.8575375285177522, -0.007425883044567519, 3.495310274884714)
802	803	lognorm	(0.8178610849021968, -0.03595734689716005, 3.4865341569723354)
803	257	lognorm	(0.8496886217678599, 0.0035771859953993863, 3.5612224824641796)
803	709	lognorm	(0.5533023890080101, -0.3071846419775047, 7.100596658113173)
803	795	lognorm	(0.7843996262774282, -0.03568126354966088, 3.727141520397976)
803	802	lognorm	(0.8302525489291954, -0.015818735190387637, 3.538629361490039)
803	805	lognorm	(0.4526544386475938, -0.2722671678806567, 9.22416745756156)
803	807	lognorm	(0.7628659719794131, -0.09432002916771196, 4.126973966295288)
804	258	lognorm	(0.8167049273022469, -0.043808736184850205, 3.5816392369118466)
804	798	lognorm	(0.855121561628786, 0.0641727879688103, 3.5540247010472332)
804	805	lognorm	(0.7774309881011934, 0.0008548992038692655, 4.055934889216654)
804	806	lognorm	(0.3751625384447284, 0.545777911506461, 12.282261154046278)
804	808	gamma	(13.0295016214959, 8.91675422908419, 1.6018253597718395)
805	259	lognorm	(0.8404744256702228, 0.0010241476191013904, 3.5855823039781796)
805	799	lognorm	(0.811972535914925, 0.03310327627035224, 3.783970674508196)
805	803	lognorm	(0.7069776348611341, 0.1681962209482549, 5.183517350569996)
805	804	lognorm	(0.5242664828665689, 0.44035213591841926, 7.8336545839346226)
805	807	lognorm	(0.4073137890228968, 0.11061494265700732, 10.137557219508583)
806	260	lognorm	(0.8427693080518959, 0.03636587566791416, 3.5940587070842858)
806	710	lognorm	(0.18498532281552305, -6.2133305155474705, 53.556700328193436)
806	804	lognorm	(0.5900395326214278, -0.11695616735222045, 6.037997201514374)
806	807	lognorm	(0.8693487318296858, 0.09446461629929918, 3.4161112382433414)
806	808	lognorm	(0.3508224149682898, -1.1243560293992387, 13.159323097715003)
807	261	lognorm	(0.8132633189040481, -0.013339081053580882, 3.543789026875216)
807	711	lognorm	(0.4854415319776054, -0.08422134474415502, 8.464346206190646)
807	803	lognorm	(0.7970400562453377, 0.04560510865133241, 3.9714781962949344)
807	805	lognorm	(0.7031306950658943, 0.2822527449384937, 5.283730130901987)
807	806	lognorm	(0.8367589295154003, 0.08888706450526598, 3.658997522981119)
808	262	lognorm	(0.8321318317802504, 0.029660942991465055, 3.6483050350449657)
808	584	lognorm	(0.23523793739603707, -1.4528372244354204, 199.49367583026356)
808	768	lognorm	(0.3606787493864456, -0.6904480633104779, 12.650924179260453)
808	800	lognorm	(0.7860670876111696, -0.0763797404099183, 3.5813973782814568)
808	804	lognorm	(0.7718801344191338, -0.0955239803141126, 4.1232114357671605)
808	806	lognorm	(0.45596424314806944, -0.25493710683104714, 9.152992365659191)
809	263	lognorm	(0.8436187679261118, -0.06247120795510002, 3.6392284105497428)
809	697	lognorm	(0.1950553376588876, 2.020449951193503, 24.761354244370843)
809	810	lognorm	(0.7211221787252367, 0.04391549984406147, 4.516740932943128)
809	811	lognorm	(0.8944462640252446, 0.10746986918994039, 3.424645909723436)
809	814	lognorm	(0.5769772521699572, -0.14838188619493928, 6.658426767600549)
810	264	lognorm	(0.8800412326508216, 0.0735971804756943, 3.478180005342611)
810	698	lognorm	(0.849052623982703, -0.008216615558543947, 3.519102292377265)
810	809	lognorm	(0.33493653929766176, -0.8995909470860468, 13.17485086087839)
810	812	lognorm	(0.8261934832841223, 0.033659496634974334, 3.5478868012818503)
810	866	lognorm	(0.8185264587910035, -0.003734924323525543, 3.686856759103511)
811	265	lognorm	(0.8680973937008927, 0.012771777905142608, 3.5283841343497215)
811	809	lognorm	(0.8053901637710617, 0.061858846156389743, 3.9475059704509468)
811	812	lognorm	(0.8217784620642297, 0.021979907861006058, 3.3139544220091683)
811	816	lognorm	(0.8441183089472193, 0.029990981207435582, 3.4201018746936587)
811	817	lognorm	(0.8288980491949052, -0.019817554099399316, 3.592433032070862)
812	266	lognorm	(0.8378775037803231, 0.015048078053429517, 3.7066849316096304)
812	810	lognorm	(0.8272156282695435, -0.006253882094399454, 3.519499904509645)
812	811	lognorm	(0.7977444813031584, -0.05412860826682145, 3.6059232354768476)
812	818	lognorm	(0.8663984178585291, 0.07507359263774006, 3.2500235761468104)
812	866	lognorm	(0.6751530664815784, 0.014244736450898654, 5.127035000489668)
813	267	lognorm	(0.8328101288675074, -0.010208599746516292, 3.6171236450541535)
813	472	lognorm	(0.8183733320108468, 0.17367374512686698, 3.913820627487712)
813	473	lognorm	(0.32443695516627746, 0.5669885119364926, 103.742275653815)
813	701	lognorm	(0.17957233682684776, 0.4011979976346872, 32.33660462382163)
813	814	lognorm	(0.8009049191172576, -0.09762603820448333, 3.8087384383889633)
814	268	lognorm	(0.8188313165371596, -0.04747103503220494, 3.6621115468563383)
814	702	lognorm	(0.7421397914361663, -0.051610478176794906, 4.621673014759272)
814	809	lognorm	(0.6388360430124804, -0.07142591559277209, 5.493180707976261)
814	813	lognorm	(0.814066003497938, 0.2665528047229482, 3.798242183665488)
814	816	lognorm	(0.8096104089966153, -0.038207219154367415, 3.644389681838499)
815	269	lognorm	(0.8200135850432768, -0.061959446991111146, 3.7027978423169525)
815	471	lognorm	(0.784230854240296, -0.13875687911458334, 3.6214141220071747)
815	472	lognorm	(0.168548156819457, -6.722073667894155, 35.3361354010686)
815	638	lognorm	(0.5252884819851326, 0.37923697938005985, 8.050241603957852)
815	821	lognorm	(0.6887864745748904, -0.2255564668888135, 4.47694441650327)
816	270	lognorm	(0.8909544357064292, 0.09368172769189961, 3.2724620289433903)
816	471	lognorm	(0.6990429930720872, 0.05391321033364012, 4.8177501438472685)
816	811	lognorm	(0.7954376485618619, -0.11410424492158006, 3.583218095827948)
816	814	lognorm	(0.7137930863503912, -0.14971246002585747, 4.391941405171474)
816	822	lognorm	(0.813153791321576, -0.029210031062976823, 3.8344163795402704)
817	271	lognorm	(0.8247194266080811, -0.06502745204462648, 3.7042348275396524)
817	470	lognorm	(0.6828427460844237, -0.004206488670562631, 5.199113374155413)
817	811	lognorm	(0.7672776649394923, 0.01712899778914086, 3.964901787032984)
817	818	lognorm	(0.8385942539092228, 0.07663941337450128, 3.3823799004691706)
817	819	lognorm	(0.8222339532119702, 0.0004590134551439281, 3.4072889456081006)
818	272	lognorm	(0.8124166085383864, 0.02445367950598222, 3.70269815453143)
818	812	lognorm	(0.796738964829244, -0.11868310760136652, 3.6670280858401716)
818	817	lognorm	(0.8554870341166724, 0.02328574806768415, 3.705433555601089)
818	820	lognorm	(0.77749651822327, -0.112658680098189, 3.6891257442490453)
818	869	lognorm	(0.8044232611542692, -0.13518037542101874, 3.6727377106723815)
819	273	lognorm	(0.8348725075354908, 0.0066317012823257655, 3.6167652898263114)
819	469	lognorm	(0.7949652338742331, 0.06050551844396754, 3.7174053625758443)
819	817	lognorm	(0.807215434861096, 0.12861282596619178, 3.462978950213273)
819	820	lognorm	(0.7730345049755984, -0.012675393708029496, 3.6621994811952443)
819	829	lognorm	(0.7600301074130964, -0.02423109657450062, 4.141773119981764)
820	274	lognorm	(0.8662758170058427, 0.12738376247737415, 3.5582382432126183)
820	818	lognorm	(0.867712162274872, 0.015244215228512013, 3.4644175588725954)
820	819	lognorm	(0.7903593340462765, 0.050281051813580814, 3.9486076115794617)
820	830	lognorm	(0.8305898181702447, -0.04935635869208968, 3.553929007708231)
820	869	lognorm	(0.7653847503780248, -0.04469128189079154, 4.023957193152565)
821	275	lognorm	(0.8274528971165136, -0.003081351835977101, 3.6338349206778235)
821	815	lognorm	(0.19399669077837742, 0.8207398848865999, 30.229536088867924)
821	822	lognorm	(0.8375586788288303, 0.05617176807257129, 3.4835128153263697)
821	823	lognorm	(0.8142273043575547, 0.08574192303501527, 3.3561247152745803)
821	826	lognorm	(0.8358430006205175, -0.0324898328165919, 3.5356322779753757)
822	276	lognorm	(0.8121539772877238, -0.03658402291514658, 3.6666709951070993)
822	470	lognorm	(0.8481166411195645, 0.06730842564991765, 3.710857671027413)
822	816	gamma	(5.1509173399272346, 1.894658872906791, 2.054103422989553)
822	821	lognorm	(0.8159758167960012, 0.01994743124460931, 3.6854350163399214)
822	824	lognorm	(0.8247652949766154, 0.0707084373163507, 3.874693392838597)
823	277	lognorm	(0.8357597839515185, 0.05513212985148337, 3.518826888970965)
823	821	lognorm	(0.5462056537288174, -0.12470442942390078, 6.942839191897662)
823	824	lognorm	(0.5546937251758217, -0.5386251748258151, 6.520524641729828)
823	828	lognorm	(0.7479596050994184, -0.14627549465115444, 4.312018982143916)
823	833	lognorm	(0.7461891149663508, 0.09484961755897617, 4.593123399544437)
824	278	lognorm	(0.7781824558575852, -0.03911632642468231, 3.766748864003855)
824	469	lognorm	(0.9032050998935649, 0.0499596544933405, 3.499513028223699)
824	822	lognorm	(0.37173615529837134, -0.4945123711549817, 12.301836748409055)
824	823	lognorm	(0.5623517863942786, -0.1758550760385026, 6.3396802054548385)
824	834	lognorm	(0.7843260359970277, -0.002381948015830725, 3.444022862177966)
825	279	lognorm	(0.8201006137028932, 0.05939744330442024, 3.5015790966366405)
825	638	lognorm	(0.27020894767178916, -12.984327835216344, 167.04638360795647)
825	649	lognorm	(0.24815670108715882, -0.18451269050265545, 19.94575676271395)
825	826	lognorm	(0.8057057653025985, -0.05147176591554614, 3.6845837748465518)
825	827	lognorm	(0.8063990792111491, -0.09536504817534436, 3.7382148597537563)
826	280	lognorm	(0.8524898278196578, 0.04497616896866352, 3.5412709142914593)
826	638	gamma	(9.136537814862532, 5.004443310859367, 1.6705853410902494)
826	821	lognorm	(0.847271115628405, -0.020276285634750226, 3.620259694571241)
826	825	lognorm	(0.8266729203684574, 0.03607280699522335, 3.460178101103381)
826	828	lognorm	(0.8716900572299198, 0.09412109688827561, 3.400909593613976)
827	281	lognorm	(0.7928322981777624, -0.07362746182998073, 3.5060842498756264)
827	651	lognorm	(0.5037536537882031, -0.1328277969416802, 8.092400734980837)
827	825	lognorm	(0.6462668457245206, 0.038935460972536556, 5.853293430764216)
827	828	lognorm	(0.7632308866978308, -0.04460480960904263, 3.8626043395406926)
827	837	lognorm	(0.8251739261455052, 0.007871617025818515, 3.519651326114375)
828	282	lognorm	(0.837438670831222, 0.02435812908097547, 3.4860748257424685)
828	823	lognorm	(0.7531710888383316, -0.10373890257056653, 4.389041196085046)
828	826	lognorm	(0.671825682519994, 0.14625214914613655, 5.534409271422499)
828	827	lognorm	(0.8070131142067178, -0.03046610446175259, 3.725825578851773)
828	838	lognorm	(0.3112578699190015, 0.7236458268720242, 14.938777232038877)
829	283	lognorm	(0.8287796910673215, -0.06676124328796307, 3.712466930789066)
829	457	lognorm	(0.5540928188405583, -0.372204092454152, 6.620941633091444)
829	468	lognorm	(0.8529517881093333, 0.1132260725262503, 3.4253302037313578)
829	819	lognorm	(0.5413353053202601, -0.0909498030068839, 7.013395953009093)
829	834	lognorm	(0.8490881450508398, -0.01317983282922728, 3.4244869757873904)
830	284	lognorm	(0.8407103187832277, -0.010770122468593591, 3.577064576564683)
830	468	lognorm	(0.8545726722893632, 0.05280276603168319, 3.375060019257968)
830	820	lognorm	(0.8210724461783339, 0.01686020504720715, 3.5801169561599595)
830	832	lognorm	(0.8242119436849698, -0.06868187694969632, 3.569792102837023)
830	872	lognorm	(0.7504067460521735, -0.15426841887057371, 3.5376687873299435)
831	285	lognorm	(0.8456886329996526, 0.04209363594021723, 3.3614341172833937)
831	457	lognorm	(0.30260251341207584, 1.1951876806654158, 14.835903194561524)
831	836	lognorm	(0.4000446767058479, -0.3840678929198581, 10.756080759741758)
831	845	lognorm	(0.792110688882456, 0.09107563103402797, 3.8309518001360274)
832	286	lognorm	(0.8300049175815624, -0.03655510681257907, 3.437672539777445)
832	459	lognorm	(0.8388359848708881, 0.04970013342642493, 3.497704444363615)
832	830	lognorm	(0.7709836203371498, -0.10083471402284414, 3.8660873473076443)
832	872	lognorm	(0.785648082534278, -0.07854087221036132, 3.542071838254678)
833	287	lognorm	(0.8478212233706875, 0.06032518597083078, 3.471520243856099)
833	455	lognorm	(0.778450315150326, -0.05475211319006598, 3.8146645785163154)
833	823	lognorm	(0.48820525326133246, 0.10380930401851515, 8.660668146382623)
833	834	lognorm	(0.833513999681294, -0.014974992336763821, 3.6695373800266857)
833	838	lognorm	(0.7942816925969189, -0.0047465271441287996, 3.7324107075117325)
834	288	lognorm	(0.7940933987231227, -0.10830938406510701, 3.631060059084457)
834	456	lognorm	(0.8075566419191994, 0.03291925646868679, 4.097134535916849)
834	824	lognorm	(0.8215439642025495, -0.06687591635941675, 3.7216530293980243)
834	829	lognorm	(0.8551859095450789, -0.005236510399589278, 3.4281862290757794)
834	833	lognorm	(0.8401140760836969, 0.20721329025841134, 3.286201591701034)
835	289	lognorm	(0.8278729682948924, -0.039687068194352484, 3.8272986787970646)
835	455	lognorm	(0.8294174008679257, -0.030097590889781436, 3.725553775131999)
835	836	lognorm	(0.8558960346656874, 0.16536002808604977, 3.382908829064462)
835	840	lognorm	(0.8437342490695181, 0.06408232447192477, 3.466700437378919)
835	846	lognorm	(0.8231112279567729, 0.001782567199468235, 3.4837137420416204)
836	290	lognorm	(0.8698451957862594, 0.10652459853821529, 3.5136207167546347)
836	456	lognorm	(0.805903397810324, -0.024679098573301965, 3.472884327646602)
836	831	lognorm	(0.6701190695261687, 0.22826359753614534, 5.480774429721626)
836	835	lognorm	(0.9174125756952414, 0.13001668511997416, 3.433369348571879)
836	846	lognorm	(0.8402271786117069, -0.03779538019760309, 3.623754720187023)
837	291	lognorm	(0.7903016309883573, -0.10597050030758931, 3.7424694618712313)
837	827	lognorm	(0.803220268732001, 0.10140392124660312, 3.9827262129781076)
837	838	lognorm	(0.8276953404520385, 0.028887235286024472, 3.6176243998484168)
837	839	lognorm	(0.7960634694624, -0.0837335835901877, 3.437685781046693)
837	842	lognorm	(0.6969524989163982, -0.046169896990235174, 4.781376002383756)
838	292	lognorm	(0.8578065940377724, 0.10937896282775678, 3.3155679087490206)
838	454	lognorm	(0.7654330387381643, -0.11937955591211441, 3.666108607078507)
838	828	lognorm	(0.16822595597756063, -13.748409135901213, 61.53566625182752)
838	833	lognorm	(0.8143984645572921, 0.16830890537322438, 3.7198030589538633)
838	837	lognorm	(0.8689051406354782, 0.19449283242645193, 3.34915356149499)
839	293	lognorm	(0.8436644696431062, 0.009907327631516746, 3.493311113947373)
839	837	lognorm	(0.8426905085710465, 0.05701219204338315, 3.545431565871856)
839	840	lognorm	(0.7961273827180457, 0.019741946376418906, 3.9537549292562884)
839	844	lognorm	(0.6520481971655044, -0.21732939616668975, 5.241602764517911)
839	847	lognorm	(0.8518979204972963, 0.061755098400719646, 3.379016447427376)
840	294	lognorm	(0.8893864822066684, 0.11536460241614654, 3.3960223788850312)
840	454	lognorm	(0.7797955345393018, -0.036727373566382476, 4.160517512632641)
840	835	lognorm	(0.8232468688839434, -0.03631391179431245, 3.4755643003342294)
840	839	lognorm	(0.8192140237962393, 0.00019841943150171248, 3.649816830710293)
840	847	lognorm	(0.8177446163664052, -0.11793353478570714, 3.7092736032169173)
841	295	lognorm	(0.8549040232494715, 0.0840545666235942, 3.491431477692623)
841	453	lognorm	(0.3244710739094918, 7.467637116621308, 69.94934515436907)
841	663	lognorm	(0.8288093037505138, -0.08207333428274154, 3.907886067007995)
841	842	lognorm	(0.8086576952124689, 0.0015062524447036112, 3.904454834979137)
841	843	lognorm	(0.46437345725964374, -0.6470129279752717, 9.041482177621537)
842	296	lognorm	(0.9014266488630358, 0.14232079101450135, 3.337555531537723)
842	651	lognorm	(0.6735360870053202, 0.07784578175824478, 5.188330008527677)
842	837	lognorm	(0.6834464591777034, -0.11048137485012817, 4.918360809998614)
842	841	lognorm	(0.8385171180804816, 0.08135287334684041, 4.085543822988276)
842	844	lognorm	(0.8246106343627142, 0.16571678043312627, 3.8844273796548388)
843	297	lognorm	(0.85227067934044, -0.006057000727588696, 3.6180917714300254)
843	665	lognorm	(0.4982732486233682, -0.3649992678623911, 7.639161197659911)
843	841	lognorm	(0.4907859332945159, 0.8652561700443455, 8.429616778616516)
843	844	lognorm	(0.7959009591594628, -0.09655608458673234, 3.748719045396698)
843	848	lognorm	(0.8286954063010095, 0.02436762534177827, 3.5433382563612312)
844	298	lognorm	(0.8165276711095298, -0.04821887539214213, 3.643069737313229)
844	839	lognorm	(0.7619819261295386, 0.023538609324327713, 4.502172090899782)
844	842	lognorm	(0.7248722243924746, 0.044444207454844516, 4.7432395111042664)
844	843	lognorm	(0.8531213495626571, 0.10127322641227726, 3.432004533926254)
844	848	lognorm	(0.888627856702069, 0.03692256075733101, 3.4037298979989314)
845	299	lognorm	(0.8010139681830195, -0.03345220662640372, 3.498877727125004)
845	459	lognorm	(0.8160742623689161, 0.008837119105336914, 3.4149293001012575)
845	467	lognorm	(0.8650886404558794, 0.07347551595718987, 3.288149868058969)
845	831	lognorm	(0.5609682166401029, -0.26561495178295824, 6.790674265718423)
845	846	lognorm	(0.8125148263770501, 0.007059315720840603, 3.509790770285969)
845	875	lognorm	(0.8076188770287474, 0.00036854911056986633, 3.454847493793321)
846	300	lognorm	(0.88072422703529, 0.11436967289709804, 3.33218000767548)
846	835	lognorm	(0.840101715178631, 0.049886572832419665, 3.5297886334188324)
846	836	lognorm	(0.8045259919541361, 0.002107735258050027, 3.416546801547388)
846	845	lognorm	(0.8513244960588174, 0.056248837518071845, 3.8192212517957396)
846	847	lognorm	(0.8600708768420895, 0.01934650205866907, 3.3954051967586003)
846	856	lognorm	(0.7891870590961904, -0.0524054896664759, 3.684859030772688)
847	301	lognorm	(0.8530710540348931, 0.035953404763716806, 3.3870079179759722)
847	839	lognorm	(0.8471542824990208, 0.04228565471489242, 3.497866850566104)
847	840	lognorm	(0.8570664179249061, 0.021397608061615427, 3.4600880411663955)
847	846	lognorm	(0.8617075234172782, 0.011746191513807762, 3.5737435020670327)
847	848	lognorm	(0.8639949036567196, 0.03583677181232649, 3.460516928188321)
847	857	lognorm	(0.8610199679459807, 0.01821827064207617, 3.4378067334028506)
848	302	lognorm	(0.8082750908370192, 0.0012483576851793727, 3.552280096911868)
848	447	lognorm	(0.8728892679537973, 0.026498617192299075, 3.4724675197626906)
848	843	lognorm	(0.8024351215695844, -0.0740164539864721, 3.732128175449319)
848	844	lognorm	(0.8068252207394692, -0.07488720136201779, 3.6548136763279375)
848	847	lognorm	(0.8512894162377758, 0.011330789263672581, 3.4113607507083783)
848	858	lognorm	(0.8556977798680074, -0.04650386665061593, 3.5739252041755503)
849	303	lognorm	(0.8266902172908608, 0.028738881621746676, 3.488907555076761)
849	447	lognorm	(0.8636627890690372, -0.006959519400418064, 3.5632950697045853)
849	664	lognorm	(0.8245717900683609, -0.032260573937864495, 3.6519765337471704)
849	665	lognorm	(0.7339663526253319, -0.085590872675303, 4.220830694099161)
849	851	lognorm	(0.8894169285584561, 0.12149138669251297, 3.3472683635326685)
849	853	lognorm	(0.8222537982343641, 0.02870859951510042, 3.576580316961432)
849	859	lognorm	(0.8280478740686097, 0.015036280320562968, 3.523697296951819)
850	304	lognorm	(0.8262725654495755, 0.06864210490539088, 3.3191379295837544)
850	668	lognorm	(0.784329904847905, 0.060978943732524604, 3.960082021413445)
850	851	lognorm	(0.8202784778577824, -0.021497159224012803, 3.7092419477333625)
850	852	lognorm	(0.8280686020657851, -0.0119611142924468, 3.607062607501603)
850	854	lognorm	(0.833487556131614, 0.06011600972499517, 3.4198346748650486)
851	305	lognorm	(0.8216968632025673, -0.021821929565909927, 3.744367533297023)
851	669	lognorm	(0.7954332919124637, -0.06255106467767255, 3.5337926304345006)
851	849	lognorm	(0.8765856921706556, 0.06757915690902021, 3.363174746924562)
851	850	lognorm	(0.869516878422159, 0.052384514102595425, 3.565412129328422)
851	853	lognorm	(0.8392771914656292, 0.09349022129851292, 3.6150049969543536)
852	306	lognorm	(0.8259631686887154, -0.011364382644654652, 3.6360262631448674)
852	850	lognorm	(0.8388320251409593, 0.13459220563266838, 3.447754756070904)
852	853	lognorm	(0.8263903316675333, 0.013642384044128805, 3.3778777234631523)
852	854	lognorm	(0.5623039448142956, 0.36734906982397514, 6.850904490294086)
852	860	lognorm	(0.8546242640381538, -0.01321380451629546, 3.5381844740894355)
853	307	lognorm	(0.8261611322012445, -0.06986557682624396, 3.6699430425187956)
853	849	lognorm	(0.7725843786327906, -0.17111558177537514, 3.7120302594216588)
853	851	lognorm	(0.8172461969673182, 0.008371062516153504, 3.8082506374880323)
853	852	lognorm	(0.7833806390418578, -0.1087368127356761, 3.616266463495223)
853	860	lognorm	(0.8939437868980082, 0.1106704021293059, 3.430113086575369)
854	308	lognorm	(0.8017426250086626, -0.0036413293106317395, 3.7003206773445645)
854	670	lognorm	(0.8395316934025059, 0.07927836228425947, 3.2805469198906563)
854	850	lognorm	(0.7720023236267703, -0.06627665404900968, 3.878603091161338)
854	852	lognorm	(0.7682528412822681, -0.019482436390978325, 4.019498246927627)
854	861	lognorm	(0.8287595171304754, -0.05365116290678208, 3.6512229653578783)
854	905	lognorm	(0.44597245618405623, 0.42563463531404006, 9.898742950998214)
854	907	lognorm	(0.8137891767912229, -0.08342125576844484, 3.7035052137615594)
855	309	lognorm	(0.7940841571522796, -0.14932764142333735, 3.7353545014011003)
855	466	lognorm	(0.8097483103740916, -0.06748540613382925, 3.557977108603583)
855	467	lognorm	(0.8582813317583131, 0.05221058058294108, 3.5944210454985592)
855	856	lognorm	(0.8379708059452202, 0.07315864097737831, 3.5406122478464175)
855	878	lognorm	(0.9035181731769752, 0.17561079389293283, 3.3944037378095837)
856	310	lognorm	(0.7869930194184752, -0.1833183612482806, 3.922559581637458)
856	846	lognorm	(0.7641386720011627, -0.11908457324912411, 3.6044936562961034)
856	855	lognorm	(0.878810571786496, 0.025587691215634416, 3.4116757683970924)
856	857	lognorm	(0.8645351305376912, 0.06809890677725458, 3.38532874807325)
856	863	lognorm	(0.7828919424732654, -0.1432020853756098, 3.7148557684074524)
857	311	lognorm	(0.8271457507881137, 0.017659156308977863, 3.540573652908898)
857	847	lognorm	(0.8574505553113695, 0.051157037226258195, 3.3861503508776245)
857	856	lognorm	(0.8442820595901663, 0.024827755865147766, 3.505511474801895)
857	858	lognorm	(0.8179098488706119, -0.11588854099856175, 3.8233495908973967)
857	885	lognorm	(0.8246834531095613, 0.032625829420258615, 3.6935770058832995)
858	312	lognorm	(0.8541357225138188, 0.025088501797653682, 3.397147447170626)
858	446	lognorm	(0.8537060048745502, 0.041836854063695104, 3.4865146059487775)
858	848	lognorm	(0.8193699910562111, -0.07390994888757071, 3.6983222141273027)
858	857	lognorm	(0.8132768726892958, -0.05832834909682634, 3.5157961721459428)
858	886	lognorm	(0.8442828532048341, -0.04207379031388918, 3.4402600165437702)
859	313	lognorm	(0.8351047789866283, -0.013385132755253031, 3.6863203155606534)
859	446	lognorm	(0.8309145498195241, 0.04739412880047736, 3.396130921606317)
859	849	lognorm	(0.8016341817255499, 0.009517243853900789, 3.420174786447552)
859	860	lognorm	(0.850349655907227, 0.06817155340536019, 3.3736961914102883)
859	887	lognorm	(0.811422060827791, 0.01699659536794676, 3.6446247417004223)
860	314	lognorm	(0.7964052067221521, -0.04863194576379551, 3.579209338926109)
860	852	lognorm	(0.8403906415164926, 0.05922324217137566, 3.5931207450952463)
860	853	lognorm	(0.8444274517855479, -0.011933336567967655, 3.546020373660542)
860	859	lognorm	(0.8050078660271558, -0.07894379575462751, 3.7389088828499375)
860	861	lognorm	(0.7967742920838288, -0.032958001566901145, 3.5931898360533854)
860	888	lognorm	(0.8046123767575877, -0.07442889906982791, 3.6808766161605133)
861	315	lognorm	(0.7963447290036909, -0.08568347026380155, 3.5342493611763803)
861	854	lognorm	(0.8116994655936557, -0.04044779665328049, 3.465117193421557)
861	860	lognorm	(0.8004716243876211, 0.005910725526403435, 3.5602821580110326)
861	888	lognorm	(0.8354233773094698, -0.03977273699830147, 3.556188895198199)
861	907	lognorm	(0.8461322305478328, -0.037764207992950674, 3.684548244107345)
861	910	lognorm	(0.8542678568386348, 0.10412051857996912, 3.4067303112379275)
862	316	lognorm	(0.8279427581419253, -0.015663747564714198, 3.661086729523606)
862	465	lognorm	(0.844531916638747, 0.018079500563401952, 3.543295296918961)
862	466	lognorm	(0.7974249621043619, -0.043391481585349057, 3.622432280417435)
862	863	lognorm	(0.8675353323671875, 0.08851689552399922, 3.480962892421281)
862	889	lognorm	(0.8634362284574789, 0.05279813610657156, 3.545844014963555)
863	317	lognorm	(0.860717342686302, 0.103093752654311, 3.2883428290134864)
863	856	lognorm	(0.804032558045199, -0.011626773951324264, 3.5190174609761398)
863	862	lognorm	(0.8365367883201833, 0.06460158141348174, 3.4158395965973734)
